PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	VN	VH	DI	D2	L1	L2	L3	EA	SU	DT	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZA	ZB	ZS	Z9	U1	U2	SN	EI	BN	LA	AS	AC	CG	DG	C1	C3	EC	DE	DA	UT	PM	
J	Richter, Daniel; Klinger, Philip; Schmidt, Christoph; van den Bogaard, Paul; Zoeller, Ludwig				Richter, Daniel G/A-1367-2011	Richter, Daniel G/0000-0003-1681-727X; Schmidt, Christoph/0000-0002-2309-3209			New chronometric age estimates for the context of the Neanderthal from Wannen-Ochtendung (Germany) by TL and argon dating								JOURNAL OF ARCHAEOLOGICAL SCIENCE-REPORTS				14				127	136				10.1016/j.jasrep.2017.05.032							Article	AUG 2017	2017										4	0	0	0	0	0	4			2352-409X												2017-12-06	WOS:000415616700014		
J	Soh, W. K.; Wright, I. J.; Bacon, K. L.; Lenz, T. I.; Steinthorsdottir, M.; Parnell, A. C.; McElwain, J. C.				Wright, Ian J/G-4979-2012; McElwain, Jennifer/AAX-1605-2020; Parnell, Andrew C/C-7284-2014; McElwain, Jennifer/B-1735-2009	Wright, Ian J/0000-0001-8338-9143; Parnell, Andrew C/0000-0001-7956-7939; McElwain, Jennifer/0000-0002-1729-6755; Steinthorsdottir, Margret/0000-0002-7893-1142; Bacon, Karen/0000-0002-8944-5107; Soh, Wuu Kuang/0000-0002-4148-3956			Palaeo leaf economics reveal a shift in ecosystem function associated with the end-Triassic mass extinction event								NATURE PLANTS				3	8					17104			10.1038/nplants.2017.104							Article	AUG 2017	2017										26	0	0	0	18	0	27			2055-026X	2055-0278											2017-08-01	WOS:000406850200002	28714942	
J	Trixl, Simon; Steidl, Bernd; Peters, Joris					Peters, Joris/0000-0003-0894-2628			Archaeology and Zooarchaeology of the Late Iron Age-Roman Transition in the Province of Raetia (100 bc-100 ad)								EUROPEAN JOURNAL OF ARCHAEOLOGY				20	3	SI		431	450				10.1017/eaa.2016.25							Article	AUG 2017	2017										10	0	0	0	3	0	11			1461-9571	1741-2722											2017-08-02	WOS:000405806500004		
J	Arias-Navarro, C.; Diaz-Pines, E.; Zuazo, P.; Rufino, M. C.; Verchot, L. V.; Butterbach-Bahl, K.				Rufino, Mariana C./Y-2415-2019; Verchot, Louis/C-4537-2008; Arias-Navarro, Cristina/N-5216-2017; Diaz-Pines, Eugenio/AAE-9924-2019; Butterbach-Bahl, Klaus/A-8081-2013; Rufino, Mariana/D-8380-2013; Arias-Navarro, Cristina/AAC-3341-2019	Rufino, Mariana C./0000-0003-4293-3290; Arias-Navarro, Cristina/0000-0002-5125-4962; Diaz-Pines, Eugenio/0000-0001-9935-106X; Butterbach-Bahl, Klaus/0000-0001-9499-6598; Rufino, Mariana/0000-0003-4293-3290; Arias-Navarro, Cristina/0000-0002-5125-4962; Verchot, Louis/0000-0001-8309-6754			Quantifying the contribution of land use to N2O, NO and CO2 fluxes in a montane forest ecosystem of Kenya								BIOGEOCHEMISTRY				134	1-2			95	114				10.1007/s10533-017-0348-3							Article	JUL 2017	2017										14	1	0	0	8	0	15			0168-2563	1573-515X											2017-07-01	WOS:000406191000008		
J	Baggio, Rafael A.; Stoiev, Sergio B.; Spach, Henry L.; Boeger, Walter A.				Boeger, Walter/G-1820-2012; Spach, Henry L/C-3033-2011; Baggio, Rafael Antunes/M-8250-2013	Boeger, Walter/0000-0002-6004-2822; Baggio, Rafael Antunes/0000-0001-8307-1426			Opportunity and taxon pulse: the central influence of coastal geomorphology on genetic diversification and endemism of strict estuarine species								JOURNAL OF BIOGEOGRAPHY				44	7			1626	1639				10.1111/jbi.12934							Article	JUL 2017	2017										11	0	0	0	10	1	11			0305-0270	1365-2699											2017-07-04	WOS:000403676900016		
J	Giesecke, Thomas; Brewer, Simon; Finsinger, Walter; Leydet, Michelle; Bradshaw, Richard H. W.				Leydet, Michelle/HGD-0578-2022; Giesecke, Thomas/A-2450-2013; Bradshaw, Richard HW/H-8663-2013; Giesecke, Thomas/N-6395-2019; Finsinger, Walter/A-7937-2011	Giesecke, Thomas/0000-0002-5132-1061; Bradshaw, Richard HW/0000-0002-7331-2246; Giesecke, Thomas/0000-0002-5132-1061; Finsinger, Walter/0000-0002-8297-0574; Brewer, Simon/0000-0002-6810-1911; Leydet, Michelle/0000-0003-1123-3427			Patterns and dynamics of European vegetation change over the last 15,000years								JOURNAL OF BIOGEOGRAPHY				44	7			1441	1456				10.1111/jbi.12974							Article	JUL 2017	2017										106	1	1	0	72	0	109			0305-0270	1365-2699											2017-07-01	WOS:000403676900001		
J	Gleason, Kelly E.; Bradford, John B.; Bottero, Alessandra; D'Amato, Anthony W.; Fraver, Shawn; Palik, Brian J.; Battaglia, Michael A.; Iverson, Louis; Kenefic, Laura; Kern, Christel C.				Bottero, Alessandra/AAR-8459-2021; Bradford, John/E-5545-2011; Kenefic, Laura S/H-3177-2014; Kern, Christel C/B-4847-2012; Battaglia, MIchael/A-5545-2011; D'Amato, Anthony/AAV-3245-2021; Iverson, Louis/AAZ-3910-2020	Bottero, Alessandra/0000-0002-0410-2675; Bradford, John/0000-0001-9257-6303; Battaglia, MIchael/0000-0003-0144-5442; D'Amato, Anthony/0000-0002-2570-4376; Iverson, Louis/0000-0001-9501-471X; Kenefic, Laura/0000-0001-5060-963X; Kern, Christel/0000-0003-4923-6180; Gleason, Kelly/0000-0001-5619-7568; Battaglia, Michael/0000-0002-4260-5804; Palik, Brian/0000-0003-0300-9644			Competition amplifies drought stress in forests across broad climatic and compositional gradients								ECOSPHERE				8	7					e01849			10.1002/ecs2.1849							Article	JUL 2017	2017										94	2	0	0	74	1	96			2150-8925												2017-07-01	WOS:000406332400008		
J	Hernandez, Armand; Saez, Alberto; Bao, Roberto; Raposeiro, Pedro M.; Trigo, Ricardo M.; Doolittle, Sara; Masque, Pere; Rull, Valenti; Goncalves, Vitor; Vazquez-Loureiro, David; Rubio-Ingles, Maria J.; Sanchez-Lopez, Guiomar; Giralt, Santiago				Raposeiro, Pedro M/E-8991-2010; Masque, Pere/AAC-9349-2022; Rull, Valentí/P-5402-2019; Rull, Valentí/B-9783-2008; Masque, Pere/B-7379-2008; Giralt, Santiago/AAA-8585-2020; Vázquez-Loureiro, David/I-5814-2014; Trigo, Ricardo M/B-7044-2008; Saez, Alberto/K-4269-2012; Hernandez, Armand/K-6606-2012; Gonçalves, Vítor/N-4207-2019; Trigo, Ricardo/Q-8391-2019; Gonçalves, Vítor/F-2725-2012; Bao, Roberto/D-4092-2009	Raposeiro, Pedro M/0000-0002-7461-0851; Rull, Valentí/0000-0002-9961-105X; Rull, Valentí/0000-0002-9961-105X; Masque, Pere/0000-0002-1789-320X; Giralt, Santiago/0000-0001-8570-7838; Vázquez-Loureiro, David/0000-0003-2872-2809; Trigo, Ricardo M/0000-0002-4183-9852; Saez, Alberto/0000-0003-4215-5038; Hernandez, Armand/0000-0001-7245-9863; Gonçalves, Vítor/0000-0002-5737-296X; Trigo, Ricardo/0000-0002-4183-9852; Gonçalves, Vítor/0000-0002-5737-296X; Bao, Roberto/0000-0002-2928-2836			The influences of the AMO and NAO on the sedimentary infill in an Azores Archipelago lake since ca. 1.350 CE								GLOBAL AND PLANETARY CHANGE				154				61	74				10.1016/j.gloplacha.2017.05.007							Article	JUL 2017	2017										11	0	0	0	4	0	11			0921-8181	1872-6364											2017-07-14	WOS:000404701000006		
J	Iglesias, Virginia; Quintana, Flavia; Nanavati, William; Whitlock, Cathy					Iglesias, Virginia/0000-0001-5732-3714; Nanavati, William/0000-0003-4853-5429			Interpreting modern and fossil pollen data along a steep environmental gradient in northern Patagonia								HOLOCENE				27	7			1008	1018				10.1177/0959683616678467							Article	JUL 2017	2017										15	0	0	0	10	0	15			0959-6836	1477-0911											2017-07-01	WOS:000406530800009		
J	Lukasik, Piotr; Newton, Justin A.; Sanders, Jon G.; Hu, Yi; Moreau, Corrie S.; Kronauer, Daniel J. C.; O'Donnell, Sean; Koga, Ryuichi; Russell, Jacob A.				Łukasik, Piotr/E-8869-2011; Sanders, Jon/W-7773-2019	Łukasik, Piotr/0000-0002-4164-6487; Sanders, Jon/0000-0001-6077-4014; Moreau, Corrie/0000-0003-1139-5792			The structured diversity of specialized gut symbionts of the New World army ants								MOLECULAR ECOLOGY				26	14			3808	3825				10.1111/mec.14140							Article	JUL 2017	2017										43	1	0	0	39	0	44			0962-1083	1365-294X											2017-07-01	WOS:000404618000019	28393425	
J	Neil, Karen; Gajewski, Konrad								Impacts of late-Holocene climate variability and watershed-lake interactions on diatom communities in Lac Brule, Quebec								ECOSPHERE				8	7					e01886			10.1002/ecs2.1886							Article	JUL 2017	2017										7	0	0	0	5	0	7			2150-8925												2017-07-01	WOS:000406332400017		
J	Pavlova, M. R.; Rudaya, N. A.; Galanin, A. A.; Shaposhnikov, G. I.				Rudaya, Natalia/B-1622-2012; Pavlova, Maria/AAD-7073-2019; Galanin, Alexey/H-4634-2013	Rudaya, Natalia/0000-0003-1536-6470; Galanin, Alexey/0000-0003-0947-9727			Structure and evolution of dune massifs in the Vilyui River Basin over the Late Quaternary Period (by the example of the Makhatta and Kysyl-Syr Tukulans)								CONTEMPORARY PROBLEMS OF ECOLOGY				10	4			411	422				10.1134/S1995425517040072							Article	JUL 2017	2017										2	0	1	0	0	0	3			1995-4255	1995-4263											2017-09-11	WOS:000408341500008		
J	Piotti, Andrea; Leonarduzzi, Cristina; Postolache, Dragos; Bagnoli, Francesca; Spanu, Ilaria; Brousseau, Louise; Urbinati, Carlo; Leonardi, Stefano; Vendramin, Giovanni Giuseppe				Brousseau, Louise/E-5346-2015; Urbinati, Carlo/AAH-7656-2019; Piotti, Andrea/C-1304-2009; BAGNOLI, FRANCESCA/H-9976-2019; Postolache, Dragos/P-4587-2014; Vendramin, Giovanni G/K-9731-2014; Leonardi, Stefano/I-9067-2014	Brousseau, Louise/0000-0003-2769-2767; Urbinati, Carlo/0000-0003-4879-1406; Piotti, Andrea/0000-0002-3324-5325; BAGNOLI, FRANCESCA/0000-0001-6909-0006; Postolache, Dragos/0000-0001-5250-8752; Vendramin, Giovanni G/0000-0001-9921-7872; Leonardi, Stefano/0000-0002-9133-318X			Unexpected scenarios from Mediterranean refugial areas: disentangling complex demographic dynamics along the Apennine distribution of silver fir								JOURNAL OF BIOGEOGRAPHY				44	7			1547	1558				10.1111/jbi.13011							Article	JUL 2017	2017										30	1	0	0	22	0	30			0305-0270	1365-2699											2017-07-01	WOS:000403676900010		
J	Syrykh, L. S.; Nazarova, L. B.; Herzschuh, U.; Subetto, D. A.; Grekov, I. M.				Nazarova, Larisa/C-8926-2014; Syrykh, Liudmila/K-8331-2018; Nazarova, Larisa/AAP-7185-2020; Subetto, Dmitry/A-4467-2014; Grekov, Ivan/N-5789-2017	Nazarova, Larisa/0000-0003-4145-9689; Syrykh, Liudmila/0000-0003-2076-8570; Subetto, Dmitry/0000-0002-3585-8598; Grekov, Ivan/0000-0003-0358-3144; Herzschuh, Ulrike/0000-0003-0999-1261			Reconstruction of palaeoecological and palaeoclimatic conditions of the Holocene in the south of the Taimyr according to an analysis of lake sediments								CONTEMPORARY PROBLEMS OF ECOLOGY				10	4			363	369				10.1134/S1995425517040114							Article	JUL 2017	2017										17	0	4	0	11	0	21			1995-4255	1995-4263											2017-07-01	WOS:000408341500004		
J	Tomczyk, J.; Turska-Szybka, A.; Zalewska, M.; Olczak-Kowalczyk, D.				Zalewska, Marta/HKW-8117-2023; Olczak-Kowalczyk, Dorota/V-6939-2018; Turska-Szybka, Anna/V-5263-2018	Zalewska, Marta/0000-0002-8163-961X; Olczak-Kowalczyk, Dorota/0000-0002-1567-3844; Turska-Szybka, Anna/0000-0003-0248-6625; Tomczyk, Jacek/0000-0002-0605-665X			Pulp Stones Prevalence in a Historical Sample from Radom, Poland (ad 1791-1811)								INTERNATIONAL JOURNAL OF OSTEOARCHAEOLOGY				27	4			563	572				10.1002/oa.2579							Article	JUL-AUG 2017	2017										3	0	0	0	2	0	3			1047-482X	1099-1212											2017-07-01	WOS:000407264500004		
J	Wang, Yue; Heintzman, Peter D.; Newsom, Lee; Bigelow, Nancy H.; Wooller, Matthew J.; Shapiro, Beth; Williams, John W.				Heintzman, Peter D./I-6768-2013; Wang, Yue/AAG-8768-2021	Heintzman, Peter D./0000-0002-6449-0219; Wang, Yue/0000-0002-9826-3276; Bigelow, Nancy/0000-0001-5020-5002			The southern coastal Beringian land bridge: cryptic refugium or pseudorefugium for woody plants during the Last Glacial Maximum?								JOURNAL OF BIOGEOGRAPHY				44	7			1559	1571				10.1111/jbi.13010							Article	JUL 2017	2017										15	0	0	0	9	0	15			0305-0270	1365-2699											2017-07-04	WOS:000403676900011		
J	Battersby, Paul F.; Wilmshurst, Janet M.; Curran, Timothy J.; McGlone, Matthew S.; Perry, George L. W.				Curran, Timothy J/D-6602-2018; Wilmshurst, Janet/O-8611-2019; Wilmshurst, Janet M/C-2209-2009	Curran, Timothy J/0000-0001-8817-4360; Wilmshurst, Janet/0000-0002-4474-8569; Wilmshurst, Janet M/0000-0002-4474-8569; Perry, George/0000-0001-9672-9135			Exploring fire adaptation in a land with little fire: serotiny in Leptospermum scoparium (Myrtaceae)								JOURNAL OF BIOGEOGRAPHY				44	6			1306	1318				10.1111/jbi.12950							Article	JUN 2017	2017										18	1	0	0	15	1	19			0305-0270	1365-2699											2017-06-01	WOS:000401721900009		
J	Belle, Simon; Verneaux, Valerie; Mariet, Anne-Lise; Millet, Laurent				Millet, Laurent/F-8730-2014	Millet, Laurent/0000-0003-2050-206X; BELLE, Simon/0000-0002-3786-5011			Impact of eutrophication on the carbon stable-isotopic baseline of benthic invertebrates in two deep soft-water lakes								FRESHWATER BIOLOGY				62	6			1105	1115				10.1111/fwb.12931							Article	JUN 2017	2017										8	0	0	0	6	0	8			0046-5070	1365-2427											2017-06-01	WOS:000400571200013		
J	Borel, A.; Cornette, R.; Baylac, M.				Borel, Antony/E-7919-2012; Borel, Antony/GQA-8852-2022	Borel, Antony/0000-0002-6014-1863; Borel, Antony/0000-0002-6014-1863			STONE TOOL FORMS AND FUNCTIONS: A MORPHOMETRIC ANALYSIS OF MODERN HUMANS' STONE TOOLS FROM SONG TERUS CAVE (JAVA, INDONESIA)								ARCHAEOMETRY				59	3			455	471				10.1111/arcm.12264							Article	JUN 2017	2017										11	0	0	0	1	0	11			0003-813X	1475-4754											2017-05-31	WOS:000401010800004		
J	Cheverko, Colleen M.; Hubbe, Mark				Hubbe, Mark/AAC-1043-2020; Hubbe, Mark/G-3440-2012	Hubbe, Mark/0000-0003-4433-3942; Cheverko, Colleen/0000-0002-9065-1768			Comparisons of statistical techniques to assess age-related skeletal markers in bioarchaeology								AMERICAN JOURNAL OF PHYSICAL ANTHROPOLOGY				163	2			407	416				10.1002/ajpa.23206							Article	JUN 2017	2017										7	0	0	0	4	0	7			0002-9483	1096-8644											2017-06-02	WOS:000401719300012	28319276	
J	Finch, Jemma; Marchant, Rob; Mustaphi, Colin J. Courtney				Mustaphi, Colin J Courtney/B-6547-2013; Finch, Jemma M./F-3739-2010	Mustaphi, Colin J Courtney/0000-0002-4439-2590; Finch, Jemma M./0000-0002-6678-6910			Ecosystem change in the South Pare Mountain bloc, Eastern Arc Mountains of Tanzania								HOLOCENE				27	6			796	810				10.1177/0959683616675937							Article	JUN 2017	2017										17	0	0	0	9	0	17			0959-6836	1477-0911											2017-06-01	WOS:000402888300002		
J	Halvorsen, Lene Synnove; Hjelle, Kari Loe								Prehistoric agriculture in western Norway - Evidence for shifting and permanent cultivation based on botanical investigations from archaeological sites								JOURNAL OF ARCHAEOLOGICAL SCIENCE-REPORTS				13				682	696				10.1016/j.jasrep.2017.05.011							Article	JUN 2017	2017										12	0	0	0	4	0	12			2352-409X												2017-12-06	WOS:000415616500063		
J	Hayashi, Ryoma; Takahara, Hikaru; Inouchi, Yoshio; Takemura, Keiji; Igarashi, Yaeko				Hayashi, Ryoma/AAV-5788-2021; Takahara, Hikaru/AAZ-6642-2020	Hayashi, Ryoma/0000-0003-2748-7595; 			Vegetation and endemic tree response to orbital-scale climate changes in the Japanese archipelago during the last glacial-interglacial cycle based on pollen records from Lake Biwa, western Japan								REVIEW OF PALAEOBOTANY AND PALYNOLOGY				241				85	97				10.1016/j.revpalbo.2017.02.008							Article	JUN 2017	2017										12	1	0	0	6	0	13			0034-6667	1879-0615											2017-06-01	WOS:000401216400007		
J	Itahashi, Yu; Miyake, Yutaka; Maeda, Osamu; Rondo, Osamu; Hongo, Hitomi; Van Neer, Wim; Chikaraishi, Yoshito; Ohkouchi, Naohiko; Yoneda, Minoru				Ohkouchi, Naohiko/B-2071-2008; Hongo, Hitomi/GSI-8188-2022; Van Neer, Wim/E-4476-2012; Chikaraishi, Yoshito/O-5250-2019; Itahashi, Yu/GQQ-7058-2022; YONEDA, Minoru/P-4436-2019; Maeda, Osamu/S-1088-2019	Hongo, Hitomi/0000-0002-9204-4179; Van Neer, Wim/0000-0003-1710-3623; Chikaraishi, Yoshito/0000-0002-7506-1524; YONEDA, Minoru/0000-0003-0129-8921; Maeda, Osamu/0000-0002-0232-4856; Itahashi, Yu/0000-0003-0293-7254; Ohkouchi, Naohiko/0000-0002-6355-7469			Preference for fish in a Neolithic hunter-gatherer community of the upper Tigris, elucidated by amino acid delta N-15 analysis								JOURNAL OF ARCHAEOLOGICAL SCIENCE				82				40	49				10.1016/j.jas.2017.05.001							Article	JUN 2017	2017										18	0	0	0	5	0	18			0305-4403	1095-9238											2017-07-04	WOS:000403626900004		
J	McWethy, D. B.; Haberle, S. G.; Hopf, F.; Bowman, D. M. J. S.				Haberle, Simon/U-4118-2019; Bowman, David/A-2930-2011	Bowman, David/0000-0001-8075-124X; Haberle, Simon/0000-0001-5802-6535; McWethy, David/0000-0003-3879-4865			Aboriginal impacts on fire and vegetation on a Tasmanian island								JOURNAL OF BIOGEOGRAPHY				44	6			1319	1330				10.1111/jbi.12935							Article	JUN 2017	2017										16	0	0	0	12	0	17			0305-0270	1365-2699											2017-06-01	WOS:000401721900010		
J	Poraj-Gorska, Anna Izabela; Zarczynski, Maurycy Jacek; Ahrens, Antje; Enters, Dirk; Weisbrodt, Dawid; Tylmann, Wojciech				Tylmann, Wojciech/AAL-3504-2021; Żarczyński, Maurycy/AAC-4804-2019; Enters, Dirk/AAF-1669-2021	Tylmann, Wojciech/0000-0003-1749-5882; Żarczyński, Maurycy/0000-0003-2989-8152; Enters, Dirk/0000-0002-0484-541X; Poraj-Gorska, Anna/0000-0002-9110-4715			Impact of historical land use changes on lacustrine sedimentation recorded in varved sediments of Lake Jaczno, northeastern Poland								CATENA				153				182	193				10.1016/j.catena.2017.02.007							Article	JUN 2017	2017										27	0	0	0	19	0	28			0341-8162	1872-6887											2017-04-14	WOS:000396950500019		
J	Sadr, Karim				sadr, karim/E-9680-2013				THE EFFECT OF URBAN SPRAWL ON ARCHAEOLOGICAL SITES BETWEEN JOHANNESBURG AND THE RIVER VAAL: A GIS STUDY								SOUTH AFRICAN ARCHAEOLOGICAL BULLETIN				72	205			71	79											Article	JUN 2017	2017										2	0	0	0	0	0	2			0038-1969	2224-4654											2018-02-13	WOS:000423782300007		
J	Vettese, D.; Daujeard, C.; Blasco, R.; Borel, A.; Caceres, I.; Moncel, M. H.				Borel, Antony/E-7919-2012; Blasco, Ruth/AAG-8200-2019; Borel, Antony/GQA-8852-2022; Cáceres, Isabel/G-2636-2015; Daujeard, Camille/AAQ-4952-2020	Borel, Antony/0000-0002-6014-1863; Blasco, Ruth/0000-0001-9804-739X; Borel, Antony/0000-0002-6014-1863; Cáceres, Isabel/0000-0001-8487-2591; Daujeard, Camille/0000-0001-7489-8691; Vettese, Delphine/0000-0001-6441-6054			Neandertal long bone breakage process: Standardized or random patterns? The example of Abri du Maras (Southeastern France, MIS 3)								JOURNAL OF ARCHAEOLOGICAL SCIENCE-REPORTS				13				151	163				10.1016/j.jasrep.2017.03.029							Article	JUN 2017	2017										17	0	1	0	5	0	17			2352-409X												2017-12-06	WOS:000415616500014		
J	Wagalawatta, Thusitha; Bebermeier, Wiebke; Hoelzmann, Philipp; Knitter, Daniel; Kohlmeyer, Kay; Pitawala, Amarasooriya; Schuett, Brigitta				Hoelzmann, Philipp/H-7008-2019; /AAD-2142-2020	Hoelzmann, Philipp/0000-0001-8709-8474; /0000-0003-3014-4497			Spatial distribution and functional relationship of local bedrock and stone constructions in the cultural landscape of ancient Anuradhapura (377 BCE-1017 CE), Sri Lanka								JOURNAL OF ARCHAEOLOGICAL SCIENCE-REPORTS				13				382	394				10.1016/j.jasrep.2017.03.060							Article	JUN 2017	2017										1	0	0	0	0	0	1			2352-409X												2017-12-06	WOS:000415616500037		
J	Iovita, Radu; Tuvi-Arad, Inbal; Moncel, Marie-Helene; Despriee, Jackie; Voinchet, Pierre; Bahain, Jean-Jacques				Bahain, Jean-Jacques/AAB-8910-2019; Iovita, Radu/B-9580-2015	Iovita, Radu/0000-0001-9531-1159; Bahain, Jean-Jacques/0000-0002-1446-5568			High handaxe symmetry at the beginning of the European Acheulian: The data from la Noira (France) in context								PLOS ONE				12	5					e0177063			10.1371/journal.pone.0177063							Article	MAY 17 2017	2017										32	0	0	0	10	0	32			1932-6203												2017-06-02	WOS:000401487700035	28520745	
J	Francon, L.; Corona, C.; Roussel, E.; Saez, J. Lopez; Stoffel, M.				Stoffel, Markus/A-1793-2017	Stoffel, Markus/0000-0003-0816-1303; Lopez-Saez, Jerome/0000-0003-4875-4269; Roussel, Erwan/0000-0003-1514-2311; CORONA, Christophe/0000-0002-7645-6157			Warm summers and moderate winter precipitation boost Rhododendron ferrugineum L. growth in the Taillefer massif (French Alps)								SCIENCE OF THE TOTAL ENVIRONMENT				586				1020	1031				10.1016/j.scitotenv.2017.02.083							Article	MAY 15 2017	2017										24	3	0	0	19	0	26			0048-9697	1879-1026											2017-05-03	WOS:000398758800097	28214115	
J	Bachmann, Roger W.; Hoyer, Mark V.; Croteau, Amanda C.; Canfield, Daniel E., Jr.								Factors related to Secchi depths and their stability over time as determined from a probability sample of US lakes								ENVIRONMENTAL MONITORING AND ASSESSMENT				189	5					206			10.1007/s10661-017-5911-9							Article	MAY 2017	2017										13	1	0	0	8	0	15			0167-6369	1573-2959											2017-05-01	WOS:000401010900003	28374189	
J	Conway, Alexandra J.; Johnstone, Jill F.				Johnstone, Jill F./C-9204-2009	Johnstone, Jill F./0000-0001-6131-9339			Moose alter the rate but not the trajectory of forest canopy succession after low and high severity fire in Alaska								FOREST ECOLOGY AND MANAGEMENT				391				154	163				10.1016/j.foreco.2017.02.018							Article	MAY 1 2017	2017										15	0	0	0	14	0	15			0378-1127	1872-7042											2017-05-10	WOS:000399511500016		
J	Furlan, Guido					furlan, guido/0000-0002-9736-7954			When Absence Means Things Are Going Well: Waste Disposal in Roman Towns and its Impact on the Record as Observed in Aquileia								EUROPEAN JOURNAL OF ARCHAEOLOGY				20	2			317	345				10.1017/eaa.2016.7							Article	MAY 2017	2017										4	0	0	0	1	0	4			1461-9571	1741-2722											2017-05-10	WOS:000399403800006		
J	Mackay, Anson William; Seddon, Alistair W. R.; Leng, Melanie J.; Heumann, Georg; Morley, David W.; Piotrowska, Natalia; Rioual, Patrick; Roberts, Sarah; Swann, George E. A.				Swann, George/B-2794-2011; Piotrowska, Natalia/S-4528-2018; Rioual, Patrick/H-5140-2018	Swann, George/0000-0002-4750-9504; Piotrowska, Natalia/0000-0002-8194-6767; Rioual, Patrick/0000-0001-9491-9197; Mackay, Anson/0000-0002-6328-769X; Leng, Melanie/0000-0003-1115-5166			Holocene carbon dynamics at the forest-steppe ecotone of southern Siberia								GLOBAL CHANGE BIOLOGY				23	5			1942	1960				10.1111/gcb.13583							Article	MAY 2017	2017										12	1	0	0	6	0	13			1354-1013	1365-2486											2017-05-01	WOS:000397800600016	27935187	
J	Morales-Molino, Cesar; Colombaroli, Daniele; Valbuena-Carabana, Maria; Tinner, Willy; Salomon, Roberto L.; Carrion, Jose S.; Gil, Luis				Valbuena-Carabaña, María/V-2104-2017; Gil, Luis/E-3216-2014; Col, Dan/A-2851-2009; Morales-Molino, Cesar/B-3315-2011; Salomón, Roberto L./E-8530-2010; Tinner, Willy/F-6727-2013; Carrion, Jose S/A-8983-2015	Valbuena-Carabaña, María/0000-0002-4321-2711; Gil, Luis/0000-0002-5252-2607; Col, Dan/0000-0002-9632-2009; Morales-Molino, Cesar/0000-0002-9464-862X; Salomón, Roberto L./0000-0003-2674-1731; Tinner, Willy/0000-0001-7352-0144; Carrion, Jose S/0000-0002-6949-4382			Land-use history as a major driver for long-term forest dynamics in the Sierra de Guadarrama National Park (central Spain) during the last millennia: implications for forest conservation and management								GLOBAL AND PLANETARY CHANGE				152				64	75				10.1016/j.gloplacha.2017.02.012							Article	MAY 2017	2017										31	1	0	0	24	0	32			0921-8181	1872-6364											2017-07-04	WOS:000403626400007		
J	Nielsenl, Nina Helt; Dalsgaard, Kristian					Nielsen, Nina Helt/0000-0001-6700-6528			Dynamics of Celtic fields-A geoarchaeological investigation of Oster Lem Hede, Western Jutland, Denmark								GEOARCHAEOLOGY-AN INTERNATIONAL JOURNAL				32	3			414	434				10.1002/gea.21615							Article	MAY-JUN 2017	2017										12	0	0	0	4	0	13			0883-6353	1520-6548											2017-05-10	WOS:000398834400006		
J	Pompa-Garcia, Marin; Gonzalez-Casares, Marcos; Acosta-Hernandez, Andrea C.; Julio Camarero, Jesus; Rodriguez-Caton, Milagros				Rodriguez-Caton, Milagros/GRE-8611-2022; Camarero, J. Julio/A-8602-2013; Pompa-García, Marin/F-9544-2019	Rodriguez-Caton, Milagros/0000-0002-9608-0150; Camarero, J. Julio/0000-0003-2436-2922; Pompa-García, Marin/0000-0001-7156-432X; Gonzalez-Casares, Marcos/0000-0002-8871-0220			Drought Influence over Radial Growth of Mexican Conifers Inhabiting Mesic and Xeric Sites								FORESTS				8	5					175			10.3390/f8050175							Article	MAY 2017	2017										13	0	0	0	8	1	13			1999-4907												2017-07-13	WOS:000404099300037		
J	Schworer, Christoph; Gavin, Daniel G.; Walker, Ian R.; Hu, Feng Sheng				Hu, Feng/IAN-4009-2023; Gavin, Daniel G/C-9214-2009; Schworer, Christoph/P-3488-2016	Gavin, Daniel G/0000-0001-8743-3949; Schworer, Christoph/0000-0002-8884-8852			Holocene tree line changes in the Canadian Cordillera are controlled by climate and topography								JOURNAL OF BIOGEOGRAPHY				44	5			1148	1159				10.1111/jbi.12904							Article	MAY 2017	2017										15	3	0	0	11	0	17			0305-0270	1365-2699											2017-05-17	WOS:000399667400017		
J	Tiwari, Achyut; Fan, Ze-Xin; Jump, Alistair S.; Zhou, Zhe-Kun				Zhou, Zhekun/G-5281-2011; Tiwari, Achyut/ABB-9504-2021; Jump, Alistair S/B-5746-2012; Fan, Zexin/E-2344-2016	Zhou, Zhekun/0000-0002-0710-2128; Fan, Zexin/0000-0003-4623-6783; Jump, Alistair/0000-0002-2167-6451			Warming induced growth decline of Himalayan birch at its lower range edge in a semi-arid region of Trans-Himalaya, central Nepal								PLANT ECOLOGY				218	5			621	633				10.1007/s11258-017-0716-z							Article	MAY 2017	2017										23	2	0	0	16	0	25			1385-0237	1573-5052											2017-05-10	WOS:000399721500011		
J	Tunno, Irene; Mensing, Scott A.					Tunno, Irene/0000-0002-9842-1326			The value of non-pollen palynomorphs in interpreting paleoecological change in the Great Basin (Nevada, USA)								QUATERNARY RESEARCH				87	3			529	543				10.1017/qua.2017.8							Article	MAY 2017	2017										8	0	1	0	5	0	8			0033-5894	1096-0287											2017-05-01	WOS:000402283100011		
